Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2021,40,PSYC,238,0,11,3,4,3,4,3,3,2,1,2,1,3,0,Psychopathol & Probs in Living,"Griffith, Julianne M",2.7085
Spring,2021,41,PSYC,238,0,5,7,6,5,2,3,3,3,1,0,0,6,0,Psychopathol & Probs in Living,"Kemp, Kathryn C",2.569268292682927
Spring,2021,45,PSYC,238,5,2,6,12,6,6,5,0,3,0,0,0,0,0,Psychopathol & Probs in Living,"Venerable, Walter J",3.125777777777777
Spring,2021,39,PSYC,238,4,9,7,4,5,3,4,0,2,0,1,0,0,0,Psychopathol & Probs in Living,"Venerable, Walter J",3.273846153846154
Spring,2021,77,PSYC,239,4,45,10,4,4,1,1,3,1,1,2,0,1,0,Community Psych,"Jones, Markera",3.5587012987012985
Spring,2021,133,PSYC,245,45,30,11,11,7,0,5,8,2,1,1,0,12,0,Industrial Org Psych,"Chen, Lilang",3.243007518796992
Spring,2021,196,PSYC,248,0,184,0,0,5,0,0,5,0,0,1,0,1,0,Learning and Memory,"Shipstead, Zachary M",3.8877551020408165
Spring,2021,110,PSYC,250,23,11,14,13,12,5,8,7,3,4,3,1,6,0,Psych of Personality,"Briskin, Julia L",2.969636363636363
Spring,2021,106,PSYC,302,19,27,13,15,12,4,3,5,2,1,1,3,1,0,Applied Neuroscience,"Rhodes, Justin S",3.3302830188679247
Spring,2021,76,PSYC,318,16,21,20,5,8,2,2,0,0,1,1,0,0,0,Psych of the Infant,"Travis, Lisa L",3.6102631578947366
Spring,2021,138,PSYC,328,13,24,31,19,26,10,2,7,2,0,1,2,1,0,Psychology of Gender,"Shenouda, Christine K",3.290434782608695
Spring,2021,40,PSYC,331,0,32,0,0,3,0,0,0,0,0,1,0,4,0,Cognitive Psych Lab,"Shipstead, Zachary M",3.45
Spring,2021,100,PSYC,332,0,30,25,11,16,10,3,4,0,1,0,0,0,0,Social Psych Methods Lab,"Weiner, Drew S",3.3939999999999997
Spring,2021,30,PSYC,336,23,2,3,0,1,0,0,0,0,0,0,0,1,0,Topics in Clin/Comm Psych,"Hunter, Carla D",3.8003333333333336
Spring,2021,22,PSYC,341,0,16,2,0,1,0,1,1,1,0,0,0,0,0,CounselCenterParaProfessional,"Graham, Jeffrey W",3.651818181818182
Spring,2021,149,PSYC,353,0,95,0,0,43,0,0,8,0,0,1,0,2,0,Social Cognition,"Srull, Thomas K",3.530201342281879
Spring,2021,53,PSYC,363,2,35,10,2,0,0,0,0,1,2,0,0,1,0,Developmental Child Psych Lab,"Hyde, Daniel",3.6922641509433958
Spring,2021,91,PSYC,379,0,56,15,5,5,5,1,2,0,0,1,1,0,0,Clinical/Abnormal Psych Lab,"Berenbaum, Howard",3.648901098901099
Spring,2021,52,PSYC,404,20,17,5,5,1,0,2,0,1,1,0,0,0,0,Cognitive Neuroscience,"Dolcos, Florin",3.7242307692307692
Spring,2021,56,PSYC,408,0,40,0,0,4,0,0,2,0,0,5,0,5,0,Human Behavior Genetics,"Derringer, Jaime L",3.232142857142857
Spring,2021,137,PSYC,413,1,22,29,24,18,8,9,9,4,4,3,1,5,0,Psychopharmacology,"Gulley, Joshua M",2.98065693430657
Spring,2021,89,PSYC,414,0,21,19,12,11,6,4,5,2,5,1,1,2,0,"Brain, Learning, and Memory","Hinman, James R",3.0751685393258428
Spring,2021,49,PSYC,455,0,16,11,8,5,3,1,1,1,0,0,1,2,0,Organizational Psych,"Liu, Yihao",3.2793877551020403
Spring,2021,91,PSYC,465,7,26,7,7,21,7,6,6,2,1,0,0,1,0,Personality and Soc Dev,"Banerjee, Sanchari",3.2235164835164833
Spring,2021,120,PSYC,468,12,37,20,12,10,5,7,6,2,1,3,0,5,0,Psych and Law,"Spielmann, Julia",3.239083333333333
Spring,2021,38,PSYC,496,0,20,7,5,4,0,0,0,0,0,0,0,2,0,Restorative Justice,"Lyubansky, Mikhail",3.535263157894737
Spring,2021,21,PSYC,507,0,20,0,0,0,0,0,1,0,0,0,0,0,0,Statistical Methods II,"Koehn, Hans F",3.9047619047619047
Spring,2021,78,REHB,330,18,17,7,4,11,5,7,2,3,1,0,0,3,0,Disability in American Society,"Rice, Laura A",3.2308974358974356
Spring,2021,147,REHB,330,67,38,0,0,24,0,0,4,0,0,4,1,9,0,Disability in American Society,"Jan, Yih-Kuen",3.4331292517006804
Spring,2021,45,REHB,435,0,41,0,0,3,0,0,1,0,0,0,0,0,0,Work and Disability,"Greco, Chelsea E",3.888888888888889
Spring,2021,87,REL,109,65,2,6,1,5,0,2,2,0,0,0,0,4,0,Religion & Society in West II,"Rosenstock, Bruce",3.643793103448276
Spring,2021,475,REL,110,191,108,51,25,26,7,14,10,8,4,2,4,25,0,World Religions,"Layton, Richard A",3.450715789473684
Spring,2021,22,REL,132,3,8,6,2,0,3,0,0,0,0,0,0,0,0,Zen,"Mayer, Alexander L",3.6677272727272725
Spring,2021,46,REL,208,0,41,2,0,2,0,0,0,0,0,0,1,0,0,Cultures & Lits of South Asia,"Mehta, Rini B",3.869782608695652
Spring,2021,30,REL,223,1,6,4,5,2,4,3,2,1,0,0,0,2,0,The Qur'an (Koran),"Hoffman, Valerie J",2.955666666666666
Spring,2021,24,REL,286,1,5,11,3,2,2,0,0,0,0,0,0,0,0,Introduction to Hinduism,"Newman, Adam L",3.5708333333333333
Spring,2021,32,REL,287,0,7,5,4,5,1,2,1,1,0,3,0,3,0,Introduction to Buddhism,"Callahan, Christopher T",2.7709375
Spring,2021,22,RHET,233,2,7,6,0,3,1,1,0,1,0,1,0,0,0,Adv Rhetoric & Composition,"Prendergast, Catherine J",3.395
Spring,2021,21,RHET,233,0,10,4,2,4,1,0,0,0,0,0,0,0,0,Adv Rhetoric & Composition,"Zhang, Dan",3.61952380952381
Spring,2021,21,RHET,233,9,8,0,0,2,1,0,0,0,0,0,0,1,0,Adv Rhetoric & Composition,"Kranek, Allison A",3.650952380952381
Spring,2021,23,RHET,233,11,5,2,1,2,0,0,0,1,0,0,0,1,0,Adv Rhetoric & Composition,"Beilstein, Paul E",3.58
Spring,2021,238,RST,100,51,45,39,21,14,13,8,5,9,6,1,1,25,0,RST in Modern Society,"Shinew, Kimberly J",3.0549999999999997
Spring,2021,43,RST,101,10,5,6,4,2,2,3,3,2,3,0,1,2,0,Orientation to RST,"Shinew, Kimberly J",2.9690697674418605
Spring,2021,94,RST,120,25,28,6,9,13,3,3,3,0,0,0,2,2,0,"Park, Recreation & Environment","Wachter, Cynthia J",3.4609574468085103
Spring,2021,24,RST,130,0,8,1,2,6,1,1,0,0,0,0,0,5,0,Foundations of Sport Mgt,"Raycraft, Michael",2.7220833333333334
Spring,2021,43,RST,130,0,15,4,6,2,3,0,2,1,1,1,0,8,0,Foundations of Sport Mgt,"Raycraft, Michael",2.713255813953489
Spring,2021,42,RST,199,0,26,4,2,0,2,1,2,1,0,0,0,4,0,E-Sport Foundations,"Raycraft, Michael",3.301904761904762
Spring,2021,48,RST,200,0,34,0,0,10,0,0,4,0,0,0,0,0,0,Leadership in RST,"Hardin, Donald R",3.625
Spring,2021,35,RST,200,0,19,0,0,6,0,0,3,0,0,2,1,4,0,Leadership in RST,"Hardin, Donald R",2.9334285714285713
Spring,2021,54,RST,205,0,34,6,2,4,1,1,0,1,0,1,0,4,0,SPORT AND THE BIG TEN,"Raycraft, Michael",3.4138888888888888
Spring,2021,68,RST,210,3,9,14,7,12,4,5,6,2,1,3,0,2,0,Management in RST,"Chung, Wonock",2.951323529411765
Spring,2021,35,RST,216,6,8,12,4,3,1,0,1,0,0,0,0,0,0,Technology in RST,"Santos, Carla A",3.629428571428571
Spring,2021,50,RST,216,2,17,17,3,1,3,4,1,0,0,1,0,1,0,Technology in RST,"Santos, Carla A",3.4341999999999997
Spring,2021,494,RST,230,161,86,70,47,33,25,19,7,18,3,7,5,13,0,Diversity in RST,"Milazzo, Liselle A",3.380222672064777
Spring,2021,107,RST,240,17,15,19,10,13,8,3,6,6,2,2,5,1,0,Finance in RST,"Choi, Wonjun",3.069252336448599
Spring,2021,482,RST,242,0,423,0,0,33,0,0,15,0,0,5,0,6,0,Nature and American Culture,"Farr, Jeffrey R",3.788381742738589
Spring,2021,374,RST,242,0,240,0,0,59,0,0,24,0,0,20,0,31,0,Nature and American Culture,"Farr, Jeffrey R",3.22192513368984
Spring,2021,36,RST,255,0,14,0,0,11,0,0,9,0,0,1,0,1,0,Ethical Issues in RST,"Hardin, Donald R",3.0
Spring,2021,43,RST,255,0,20,0,0,8,0,0,6,0,0,1,0,8,0,Ethical Issues in RST,"Hardin, Donald R",2.7209302325581395
Spring,2021,62,RST,260,14,7,7,6,3,4,4,4,1,0,3,4,5,0,Disability in RST,"Wachter, Cynthia J",2.806774193548387
Spring,2021,29,RST,301,1,7,3,6,7,2,1,0,0,0,2,0,0,0,Sport Brand Management,"Woolf, Julian R",3.229655172413793
Spring,2021,66,RST,316,12,23,10,3,4,6,1,2,2,0,1,0,2,0,Human Development and RST,"Wachter, Cynthia J",3.414848484848485
Spring,2021,62,RST,325,20,16,12,6,1,0,3,0,1,0,1,0,2,0,Marketing in RST,"Zou, Suiwen",3.559354838709677
Spring,2021,39,RST,340,24,6,6,1,1,1,0,0,0,0,0,0,0,0,Facility Management in RST,"Deterding, Robyn M",3.8723076923076927
Spring,2021,26,RST,350,18,5,1,1,0,0,0,1,0,0,0,0,0,0,Tourism and Culture,"Soulard, Joelle M",3.8846153846153846
Spring,2021,46,RST,354,1,14,15,3,9,0,1,2,0,0,0,1,0,0,Legal Aspects of Sport,"Emkes, Kyle J",3.457391304347826
Spring,2021,53,RST,360,0,39,0,0,6,0,0,6,0,0,2,0,0,0,Communication in RST,"Brooks, Caitlin M",3.547169811320755
Spring,2021,43,RST,370,5,16,1,12,4,0,3,1,0,1,0,0,0,0,Research Methods & Analysis,"Fratila, Iulia",3.487209302325582
Spring,2021,45,RST,410,0,12,8,9,7,4,1,3,0,0,0,1,0,0,Strategic Thinking in RST,"Sato, Mikihiro",3.289111111111111
Spring,2021,44,RST,429,0,13,7,2,14,1,3,1,1,1,1,0,0,0,Contemporary Issues in RST,"Stewart, William P",3.2274999999999996
Spring,2021,35,RST,465,13,6,6,0,4,3,1,1,1,0,0,0,0,0,Event Implementation in RST,"Deterding, Robyn M",3.5437142857142856
Spring,2021,71,RST,480,0,47,6,1,10,2,1,3,0,0,0,0,1,0,Orientation to Internship,"Daniels, Terri A",3.6200000000000006
Spring,2021,30,RST,515,11,8,5,1,3,0,0,0,0,1,0,0,1,0,Marketing in RST,"Morris, Lynn B",3.600333333333333
Spring,2021,25,RST,519,10,6,1,1,1,0,3,0,1,0,1,0,1,0,Strategic Management in RST,"Rich, Samantha Anne R",3.3464
Spring,2021,26,RUSS,122,1,14,5,1,3,2,0,0,0,0,0,0,0,0,Russia and Black America,"Fedjanina, Marija",3.693076923076923
Spring,2021,69,SBC,504,29,20,7,7,2,3,0,0,0,0,0,0,1,0,Managing Projects & Teams,"Taghaboni-Dutta, Fataneh",3.753768115942029
Spring,2021,72,SBC,506,41,10,3,4,6,4,2,1,0,0,0,1,0,0,Measurement and Evaluation,"McIlrath, Mary J",3.6713888888888895
Spring,2021,28,SCAN,225,2,10,11,1,2,1,0,0,0,0,0,0,1,0,Vikings to Volvos: Scandinavia,"Malekin, Bjorn",3.5846428571428572
Spring,2021,79,SE,101,1,26,16,9,11,5,1,2,1,1,0,1,5,0,Engineering Graphics & Design,"Goldstein, Molly H",3.2030379746835442
Spring,2021,77,SE,101,1,18,18,10,16,1,2,4,2,3,0,0,2,0,Engineering Graphics & Design,"Goldstein, Molly H",3.195064935064935
Spring,2021,70,SE,261,0,22,8,8,23,1,1,5,0,0,1,0,1,0,Business Side of Engineering,"Nagi, Rakesh",3.2714285714285714
Spring,2021,82,SE,311,16,9,18,0,30,3,0,6,0,0,0,0,0,0,Engineering Design Analysis,"Reis, Henrique M",3.3667073170731707
Spring,2021,82,SE,312,0,27,0,0,20,13,9,4,0,0,0,5,4,0,Instrumentation and Test Lab,"Reis, Henrique M",2.866219512195122
Spring,2021,49,SE,400,0,17,9,10,9,2,1,0,1,0,0,0,0,0,Engineering Law,"Barich, Joseph M",3.483061224489796
Spring,2021,23,SE,411,4,11,5,1,1,1,0,0,0,0,0,0,0,0,Reliability Engineering,"Krishnan, Girish",3.7978260869565217
Spring,2021,36,SE,413,2,21,7,3,2,0,0,1,0,0,0,0,0,0,Engrg Design Optimization,"Allison, James",3.768888888888889
Spring,2021,31,SE,422,2,20,2,3,2,1,0,0,0,0,0,0,1,0,Robot Dynamics and Control,"Almeida de Souz, Joao Lui",3.6774193548387095
Spring,2021,40,SE,423,4,28,2,2,1,1,0,0,0,0,2,0,0,0,Mechatronics,"Block, Daniel J",3.7417499999999997
Spring,2021,86,SE,424,8,18,14,13,11,9,2,7,3,0,0,0,1,0,State Space Design for Control,"Beck, Carolyn L",3.248488372093023
Spring,2021,50,SE,494,3,29,12,4,2,0,0,0,0,0,0,0,0,0,Senior Engineering Project I,"Wildblood, Harry S",3.8271999999999995
Spring,2021,45,SE,494,6,25,8,4,2,0,0,0,0,0,0,0,0,0,Senior Engineering Project I,"Wildblood, Harry S",3.8373333333333335
Spring,2021,95,SE,495,14,58,15,4,3,1,0,0,0,0,0,0,0,0,Senior Engineering Project II,"Wildblood, Harry S",3.874105263157895
Spring,2021,279,SHS,120,0,184,0,0,55,0,0,20,0,0,5,0,15,0,"Child, Comm, & Lang Ability","Wachtel, Jayne M",3.390681003584229
Spring,2021,24,SHS,121,9,4,3,3,1,0,1,1,0,0,0,0,2,0,American Sign Language I,"Colon, Carlos",3.3470833333333334
Spring,2021,21,SHS,121,3,4,3,2,7,0,0,0,0,1,0,0,1,0,American Sign Language I,"Colon, Carlos",3.238095238095238
Spring,2021,21,SHS,121,4,6,5,2,3,0,0,1,0,0,0,0,0,0,American Sign Language I,"Colon, Carlos",3.61952380952381
Spring,2021,21,SHS,121,9,3,0,2,3,1,2,0,1,0,0,0,0,0,American Sign Language I,"Colon, Carlos",3.46
Spring,2021,40,SHS,170,14,9,4,6,0,5,0,1,0,0,1,0,0,0,Intro Hum Comm Sys & Disorders,"Monson, Brian",3.5752500000000005
Spring,2021,56,SHS,170,9,19,18,3,2,3,0,0,0,1,0,0,1,0,Intro Hum Comm Sys & Disorders,"Monson, Brian",3.631964285714286
Spring,2021,23,SHS,200,7,3,4,5,0,2,0,0,2,0,0,0,0,0,General Phonetics,"Krok, Windi",3.478695652173913
Spring,2021,39,SHS,200,20,5,6,1,2,3,1,0,1,0,0,0,0,0,General Phonetics,"Krok, Windi",3.6758974358974355
Spring,2021,30,SHS,200,9,5,9,4,1,2,0,0,0,0,0,0,0,0,General Phonetics,"Krok, Windi",3.6896666666666667
Spring,2021,24,SHS,221,10,1,2,2,2,3,0,2,1,0,0,0,1,0,American Sign Language II,"Colon, Carlos",3.236666666666667
Spring,2021,446,SHS,222,176,199,35,14,9,5,2,4,1,0,0,0,1,0,Lang&Culture Deaf Communities,"Davies Brenier, Laura",3.878363228699552
Spring,2021,80,SHS,240,6,52,12,3,5,1,0,1,0,0,0,0,0,0,Intro Sound & Hearing Science,"Monson, Brian",3.8212500000000005
Spring,2021,58,SHS,271,14,11,19,5,5,1,0,0,0,2,0,1,0,0,Communication and Aging,"Pucilowski, Anna G",3.5755172413793104
Spring,2021,60,SHS,271,19,15,16,4,4,0,0,0,0,1,0,1,0,0,Communication and Aging,"Pucilowski, Anna G",3.7006666666666663
Spring,2021,103,SHS,301,27,29,27,13,3,1,2,0,0,1,0,0,0,0,General Speech Science,"Bottalico, Pasquale",3.728543689320389
Spring,2021,25,SHS,321,9,5,0,1,3,1,1,4,0,1,0,0,0,0,American Sign Language III,"Dramin Weiss, Susan M",3.3064
Spring,2021,23,SHS,321,9,8,4,0,1,0,1,0,0,0,0,0,0,0,American Sign Language III,"Dramin Weiss, Susan M",3.826521739130435
Spring,2021,24,SHS,321,8,6,1,4,3,1,1,0,0,0,0,0,0,0,American Sign Language III,"Dramin Weiss, Susan M",3.6245833333333337
Spring,2021,61,SHS,352,32,19,5,3,1,1,0,0,0,0,0,0,0,0,Hearing Health and Society,"Husain, Fatima T",3.9018032786885244
Spring,2021,73,SHS,380,32,29,4,3,3,1,1,0,0,0,0,0,0,0,Comm Competence and Disorders,"Channell, Marie M",3.872191780821918
Spring,2021,89,SHS,385,48,21,12,3,4,0,0,0,1,0,0,0,0,0,Evidence-Based Practice in CSD,"Flaherty, Mary M",3.861797752808989
Spring,2021,24,SHS,410,4,10,5,3,2,0,0,0,0,0,0,0,0,0,Stuttering: Theory & Practice,"Throneburg, Rebecca N",3.764166666666666
Spring,2021,43,SHS,427,21,3,10,2,1,1,0,0,1,1,1,1,1,0,Language and the Brain,"Aronoff, Justin E",3.4813953488372085
Spring,2021,59,SHS,473,0,29,12,10,5,0,1,1,1,0,0,0,0,0,Augmentative & Alt Comm,"Mattie, Laura J",3.632881355932203
Spring,2021,23,SHS,513,4,14,3,2,0,0,0,0,0,0,0,0,0,0,Asst & Mgmt of Dysphagia,"Ishikawa, Keiko",3.898695652173913
Spring,2021,29,SOC,100,6,9,5,0,2,0,0,1,1,0,1,0,4,0,Introduction to Sociology,"Zayed, Hany K",3.069655172413793
Spring,2021,35,SOC,100,6,9,7,6,2,1,1,3,0,0,0,0,0,0,Introduction to Sociology,"Alexander, Alishia",3.504857142857143
Spring,2021,35,SOC,100,3,10,8,4,3,1,3,3,0,0,0,0,0,0,Introduction to Sociology,"Alexander, Alishia",3.4097142857142857
Spring,2021,33,SOC,100,2,12,8,3,3,1,0,4,0,0,0,0,0,0,Introduction to Sociology,"Alexander, Alishia",3.4854545454545454
Spring,2021,32,SOC,100,6,14,6,1,1,0,2,2,0,0,0,0,0,0,Introduction to Sociology,"Gifford, Heather M",3.6565624999999997
Spring,2021,35,SOC,100,9,14,5,2,2,0,0,3,0,0,0,0,0,0,Introduction to Sociology,"Gifford, Heather M",3.686
Spring,2021,32,SOC,100,9,7,5,4,3,1,0,3,0,0,0,0,0,0,Introduction to Sociology,"Gifford, Heather M",3.5418749999999997
Spring,2021,33,SOC,100,0,14,1,6,4,1,2,5,0,0,0,0,0,0,Introduction to Sociology,"Rijo Sanchez, Vanessa",3.3024242424242427
Spring,2021,35,SOC,100,2,21,2,2,3,2,0,3,0,0,0,0,0,0,Introduction to Sociology,"Moon, Chase E",3.609714285714286
Spring,2021,31,SOC,100,6,14,5,2,1,1,0,2,0,0,0,0,0,0,Introduction to Sociology,"Moon, Chase E",3.6993548387096773
Spring,2021,34,SOC,100,11,13,4,1,1,0,1,3,0,0,0,0,0,0,Introduction to Sociology,"Rijo Sanchez, Vanessa",3.686470588235294
Spring,2021,32,SOC,100,6,8,4,1,4,2,1,6,0,0,0,0,0,0,Introduction to Sociology,"Puckett, Christopher A",3.3025
Spring,2021,33,SOC,100,5,11,4,4,1,2,0,6,0,0,0,0,0,0,Introduction to Sociology,"Puckett, Christopher A",3.4042424242424243
Spring,2021,102,SOC,100,0,86,1,3,3,5,0,1,1,0,2,0,0,0,Introduction to Sociology,"Steward, Daniel J",3.781176470588236
Spring,2021,57,SOC,101,0,30,9,5,6,1,0,0,2,0,1,0,3,0,Sociology of Gender,"Lee, Meggan J",3.415614035087719
Spring,2021,29,SOC,160,0,15,3,5,1,1,0,1,0,0,2,0,1,0,Global Ineq and Social Change,"O'Neill, Brian F",3.356206896551724
Spring,2021,31,SOC,179,0,17,3,3,3,1,0,0,0,0,1,0,3,0,Social Organization,"Leicht, Kevin",3.279677419354839
Spring,2021,38,SOC,196,0,7,9,3,18,0,0,1,0,0,0,0,0,0,Intro US Law & Legal Instit,"Marshall, Anna-Maria",3.342631578947368
Spring,2021,60,SOC,200,11,19,8,7,2,1,1,3,1,1,1,1,4,0,Intro to Sociological Theory,"Soener, Matthew C",3.239
Spring,2021,43,SOC,225,3,5,5,4,10,5,1,3,3,0,1,0,3,0,Race and Ethnicity,"May, Reuben A",2.822325581395349
Spring,2021,31,SOC,230,14,10,2,2,0,0,0,0,1,0,0,1,1,0,Soc of Political Polarization,"Redstone, Ilana",3.6238709677419356
Spring,2021,72,SOC,275,32,22,5,1,7,0,0,2,0,0,0,1,2,0,Criminology,"Atiles Osoria, Jose",3.657638888888889
Spring,2021,30,SOC,275,6,7,6,3,2,0,2,0,0,1,2,0,1,0,Criminology,"Peach, Matthew",3.266666666666666
Spring,2021,36,SOC,275,7,6,2,6,4,0,1,1,0,1,1,1,6,0,Criminology,"Peach, Matthew",2.740277777777778
Spring,2021,40,SOC,280,16,13,3,2,2,0,3,0,0,0,0,0,1,0,Intro to Social Statistics,"Teimourigerdeh, Amirhosse",3.6665000000000005
Spring,2021,79,SOC,310,45,16,9,3,1,0,2,2,0,0,0,0,1,0,Sociology of Deviance,"Atiles Osoria, Jose",3.780759493670886
Spring,2021,44,SOC,350,0,16,7,3,12,1,0,0,0,0,2,0,3,0,Technology and Society,"Steward, Daniel J",3.189772727272727
Spring,2021,66,SOC,373,0,27,5,10,11,5,4,2,0,0,0,0,2,0,Social Inequality,"Leicht, Kevin",3.3230303030303023
Spring,2021,92,SOC,375,45,18,7,3,6,3,4,6,0,0,0,0,0,0,Criminal Justice System,"Marshall, Anna-Maria",3.6414130434782606
Spring,2021,65,SOC,378,0,38,6,4,4,3,2,3,4,0,0,0,1,0,Sociology of Law,"Steward, Daniel J",3.456769230769231
Spring,2021,22,SOC,380,3,9,1,4,1,2,1,0,0,0,0,0,1,0,Social Research Methods,"Jones, Carileigh R",3.4390909090909094
Spring,2021,25,SOC,380,9,7,2,2,1,2,0,0,0,0,0,0,2,0,Social Research Methods,"Jones, Carileigh R",3.4536000000000002
Spring,2021,27,SOC,450,1,5,4,1,5,1,2,3,0,2,0,3,0,0,Senior Capstone Seminar,"Liao, Tim F",2.7781481481481483
Spring,2021,63,SOC,479,32,18,2,5,1,0,2,0,0,0,2,0,1,0,Law and Society,"Atiles Osoria, Jose",3.708730158730159
Spring,2021,23,SOC,495,4,11,3,1,4,0,0,0,0,0,0,0,0,0,Senior Honors Seminar,"Liao, Tim F",3.753913043478261
Spring,2021,43,SOCW,200,4,11,11,2,5,2,0,0,2,0,0,1,5,0,Introduction to Social Work,"Earls Larrison, Tara",3.0553488372093023
Spring,2021,46,SOCW,200,3,6,9,10,4,5,1,0,0,0,2,1,5,0,Introduction to Social Work,"Earls Larrison, Tara",2.884347826086956
Spring,2021,32,SOCW,240,11,6,6,3,0,3,2,0,0,0,0,1,0,0,Death & Dying,"Andrade, Flavia C",3.5421875
Spring,2021,57,SOCW,300,7,26,12,5,4,1,0,1,0,1,0,0,0,0,Diversity: Identities & Issues,"Cantoni, Nicole P",3.696315789473684
Spring,2021,59,SOCW,300,14,19,7,4,6,2,2,1,1,0,1,0,2,0,Diversity: Identities & Issues,"Carter-Black, Janet D",3.4522033898305082
Spring,2021,21,SOCW,321,2,11,3,1,0,0,0,1,0,0,2,0,1,0,Social Entre & Social Change,"Smilovitch, Kenneth L",3.34952380952381
Spring,2021,27,SOCW,321,6,18,2,0,0,1,0,0,0,0,0,0,0,0,Social Entre & Social Change,"Raible, Stephanie E",3.9262962962962966
Spring,2021,30,SOCW,360,8,9,8,2,0,2,0,0,0,0,0,1,0,0,Social Work and the Military,"Crowell, Dennis J",3.667666666666667
Spring,2021,30,SOCW,370,4,20,3,2,1,0,0,0,0,0,0,0,0,0,SW & Disability Studies,"Wilson Smith, Carol J",3.8890000000000002
Spring,2021,24,SOCW,401,0,17,5,0,0,0,0,0,0,0,2,0,0,0,Practice I,"Wilson Smith, Carol J",3.68125
Spring,2021,26,SOCW,402,0,22,0,0,3,0,0,1,0,0,0,0,0,0,Practice II,"Miller, Deserai L",3.8076923076923075
Spring,2021,22,SOCW,404,7,11,0,1,0,0,0,0,0,0,2,0,1,0,SW Case Mngt Prac,"Wilson Smith, Carol J",3.515
Spring,2021,33,SOCW,410,0,28,0,0,5,0,0,0,0,0,0,0,0,0,Social Welfare Pol and Svcs,"Schneider, William J",3.8484848484848486
Spring,2021,31,SOCW,410,10,8,4,1,0,2,2,1,2,0,1,0,0,0,Social Welfare Pol and Svcs,"Wegmann, Kate M",3.430645161290323
Spring,2021,30,SOCW,427,13,10,1,0,2,3,0,0,0,0,0,0,1,0,Social Work Research Methods,"Shin, Oe J",3.656
Spring,2021,29,SOCW,451,15,3,4,0,0,2,2,2,0,0,0,0,1,0,HBSE I: Human Development,"Cintron, Valerie",3.4717241379310346
Spring,2021,30,SOCW,455,21,0,0,0,3,2,0,2,0,0,0,0,2,0,Social Work with Women,"Kingery, Linda S",3.4113333333333333
Spring,2021,21,SOCW,500,0,15,1,3,2,0,0,0,0,0,0,0,0,0,SW Practice with Indiv and Fam,"Harden, Kimberly L",3.793333333333333
Spring,2021,26,SOCW,507,0,10,8,1,4,0,0,1,1,0,0,0,1,0,School Social Work Practice,"Lindsey, Brenda C",3.3984615384615386
Spring,2021,25,SOCW,509,7,10,3,4,0,1,0,0,0,0,0,0,0,0,Adv Clin Assess & Interviewing,"Cintron, Valerie",3.8000000000000007
Spring,2021,21,SOCW,509,4,8,5,2,0,2,0,0,0,0,0,0,0,0,Adv Clin Assess & Interviewing,"Cintron, Valerie",3.7309523809523806
Spring,2021,24,SOCW,509,6,6,8,1,2,0,1,0,0,0,0,0,0,0,Adv Clin Assess & Interviewing,"McKean, Teri L",3.7091666666666665
Spring,2021,25,SOCW,509,6,9,5,4,0,0,1,0,0,0,0,0,0,0,Adv Clin Assess & Interviewing,"Cintron, Valerie",3.7599999999999993
Spring,2021,23,SOCW,515,0,22,0,0,0,0,0,1,0,0,0,0,0,0,Intg Health Care Pol and Svcs,"Harden, Kimberly L",3.9130434782608696
Spring,2021,25,SOCW,519,0,22,1,1,1,0,0,0,0,0,0,0,0,0,Public School Policy/Services,"Hensold, Katherine A",3.92
Spring,2021,25,SOCW,519,5,10,7,1,1,0,0,0,0,1,0,0,0,0,Public School Policy/Services,"Wegmann, Kate M",3.734
Spring,2021,23,SOCW,541,0,18,4,1,0,0,0,0,0,0,0,0,0,0,Clinical Research Seminar,"Bennett, Kyle M",3.9134782608695655
Spring,2021,28,SOCW,552,12,11,3,1,1,0,0,0,0,0,0,0,0,0,HBSE II: Mental Disorders,"Kingery, Linda S",3.9050000000000002
Spring,2021,27,SOCW,552,22,3,1,0,0,0,0,0,0,0,0,0,1,0,HBSE II: Mental Disorders,"Kingery, Linda S",3.8396296296296297
Spring,2021,25,SOCW,553,14,7,2,1,1,0,0,0,0,0,0,0,0,0,Integrated Behav. Health & HC,"Dunlap Johnson, Kenna E",3.9068
Spring,2021,25,SOCW,553,13,11,0,0,1,0,0,0,0,0,0,0,0,0,Integrated Behav. Health & HC,"Liechty, Janet M",3.96
Spring,2021,21,SPAN,101,0,3,0,2,3,4,1,2,0,2,0,0,4,0,Elementary Spanish I,"Waters, Melanie J",2.2538095238095237
Spring,2021,61,SPAN,232,36,17,2,1,0,0,0,1,0,0,0,0,4,0,Spanish in the Community,,3.683114754098361
Spring,2021,36,SPAN,246,6,19,4,1,2,2,0,0,1,0,0,0,1,0,Bodies out of Place,"Torres-Cacoullo, Anna",3.639444444444444
Spring,2021,25,SPAN,303,8,8,5,0,1,1,1,1,0,0,0,0,0,0,The Sounds of Spanish,"Saez Fajardo, Sara",3.694
Spring,2021,24,SPAN,303,8,5,3,3,2,0,2,0,1,0,0,0,0,0,The Sounds of Spanish,"Cummings, Laura D",3.5554166666666664
Spring,2021,25,SPAN,307,16,3,1,2,1,0,0,0,0,0,1,0,1,0,Bilingualism,"Henshaw, Florencia G",3.6132
