Term,Year,Students,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course Title,Primary Instructor,GPA
Spring,2022,29,AAS,100,6,13,0,0,4,1,0,3,0,1,1,0,0,0,Intro Asian American Studies,"Lee, Sang S",3.413793103448276
Spring,2022,25,AAS,100,0,11,5,3,1,2,1,0,1,1,0,0,0,0,Intro Asian American Studies,"Zheng, Reanne",3.4404000000000003
Spring,2022,27,AAS,100,0,10,7,4,3,1,0,0,0,0,0,0,2,0,Intro Asian American Studies,"Zheng, Reanne",3.3585185185185185
Spring,2022,28,AAS,100,17,8,1,1,1,0,0,0,0,0,0,0,0,0,Intro Asian American Studies,"Rosado-Torres, Alexander",3.9285714285714284
Spring,2022,22,AAS,100,0,8,4,1,1,2,1,0,0,0,0,1,3,1,Intro Asian American Studies,"Wang, Yu",2.9214285714285713
Spring,2022,22,AAS,100,0,11,2,1,3,3,0,0,0,0,1,0,1,0,Intro Asian American Studies,"Wang, Yu",3.303636363636364
Spring,2022,26,AAS,100,1,10,5,4,1,1,3,0,1,0,0,0,0,0,Intro Asian American Studies,"Gonzalez, Daniel A",3.4615384615384617
Spring,2022,27,AAS,100,0,10,6,4,3,2,1,0,1,0,0,0,0,0,Intro Asian American Studies,"Atienza, Paul Michael L",3.46962962962963
Spring,2022,25,AAS,100,0,15,5,1,1,0,2,0,1,0,0,0,0,0,Intro Asian American Studies,"Atienza, Paul Michael L",3.6403999999999996
Spring,2022,32,AAS,215,7,12,6,5,0,0,1,0,0,1,0,0,0,0,US Citizenship Comparatively,"Park, Doo Jae",3.6978124999999995
Spring,2022,138,ABE,152,91,15,3,7,5,2,4,3,0,0,1,0,7,0,Water in Global Environment,"Kalita, Prasanta K",3.5868115942028984
Spring,2022,24,ABE,225,2,8,3,5,3,0,0,1,0,0,0,0,2,0,ABE Principles: Bioenvironment,"Zhang, Yuanhui",3.2775
Spring,2022,24,ABE,226,1,5,4,4,3,4,0,1,0,0,0,0,2,0,ABE Principles: Bioprocessing,"Singh, Vijay",3.0700000000000003
Spring,2022,39,ABE,469,4,15,7,5,7,1,0,0,0,0,0,0,0,0,Industry-Linked Design Project,"Witmer, Ann-Perry",3.641282051282051
Spring,2022,28,ABE,498,5,12,3,3,2,0,0,0,0,0,2,0,1,0,Special Topics,"Wang, Xinlei",3.4642857142857144
Spring,2022,148,ACCY,200,45,62,5,10,14,8,4,0,0,0,0,0,0,0,Fundamentals of Accounting,"Zhang, Li",3.7319594594594605
Spring,2022,248,ACCY,200,16,63,26,41,35,22,23,10,6,2,1,0,3,0,Fundamentals of Accounting,"Silhan, Peter A",3.2216129032258065
Spring,2022,36,ACCY,200,8,15,5,5,1,0,2,0,0,0,0,0,0,0,Fundamentals of Accounting,"Zhang, Li",3.7405555555555554
Spring,2022,189,ACCY,201,43,32,21,19,15,12,8,13,2,10,3,5,3,3,Accounting and Accountancy I,"Fisher, Mitchell B",3.1452150537634407
Spring,2022,185,ACCY,201,57,44,22,12,14,8,6,6,2,5,4,3,2,0,Accounting and Accountancy I,"Fisher, Mitchell B",3.405621621621622
Spring,2022,199,ACCY,202,33,48,14,32,34,6,13,12,4,0,3,0,0,0,Accounting and Accountancy II,"Shapland, Julia P",3.336331658291457
Spring,2022,141,ACCY,202,15,19,10,26,33,7,7,10,10,0,2,0,2,0,Accounting and Accountancy II,"Shapland, Julia P",3.063687943262411
Spring,2022,38,ACCY,202,18,8,3,3,4,1,1,0,0,0,0,0,0,0,Accounting and Accountancy II,"Shapland, Julia P",3.736842105263158
Spring,2022,25,ACCY,301,3,6,3,4,6,1,2,0,0,0,0,0,0,0,Atg Measurement & Disclosure,"Pachera, Susan",3.4263999999999997
Spring,2022,25,ACCY,301,2,6,5,4,1,1,2,0,0,3,0,0,0,1,Atg Measurement & Disclosure,"Pachera, Susan",3.2495833333333333
Spring,2022,25,ACCY,301,0,10,4,1,2,4,1,1,2,0,0,0,0,0,Atg Measurement & Disclosure,"Pachera, Susan",3.2944
Spring,2022,25,ACCY,301,2,5,6,5,3,1,0,2,0,0,0,0,1,0,Atg Measurement & Disclosure,"Anderson, Spencer B",3.2935999999999996
Spring,2022,27,ACCY,302,7,12,1,2,2,0,1,0,1,1,0,0,0,0,Decision Making for Atg,"Sani, Jalal",3.617037037037037
Spring,2022,25,ACCY,302,2,5,7,2,5,2,1,0,0,0,0,1,0,0,Decision Making for Atg,"Sani, Jalal",3.3476
Spring,2022,28,ACCY,302,3,6,9,3,5,1,1,0,0,0,0,0,0,0,Decision Making for Atg,"Curtis, Susan M",3.5364285714285715
Spring,2022,25,ACCY,302,1,9,7,3,3,0,2,0,0,0,0,0,0,0,Decision Making for Atg,"Curtis, Susan M",3.5735999999999994
Spring,2022,26,ACCY,302,2,8,7,3,2,2,0,1,0,0,0,0,1,0,Decision Making for Atg,"Curtis, Susan M",3.4238461538461538
Spring,2022,27,ACCY,303,1,8,1,7,4,4,1,0,0,0,1,0,0,0,Atg Institutions and Reg,"Ibrahim, Adel Nematallah",3.2959259259259257
Spring,2022,31,ACCY,303,1,12,3,3,6,2,0,0,1,0,0,2,1,0,Atg Institutions and Reg,"Schwartz, Rachel",3.2048387096774196
Spring,2022,29,ACCY,303,0,17,1,0,5,1,0,1,1,0,0,2,0,1,Atg Institutions and Reg,"Hamm, Brian K",3.3696428571428574
Spring,2022,26,ACCY,303,0,8,7,5,1,2,0,1,0,0,0,0,2,0,Atg Institutions and Reg,"Ibrahim, Adel Nematallah",3.2569230769230773
Spring,2022,30,ACCY,303,5,12,4,3,0,2,1,1,1,1,0,0,0,0,Atg Institutions and Reg,"Schwartz, Rachel",3.5113333333333334
Spring,2022,31,ACCY,303,4,8,5,5,3,1,0,3,0,1,0,1,0,0,Atg Institutions and Reg,"Schwartz, Rachel",3.311935483870968
Spring,2022,33,ACCY,304,1,17,4,5,3,1,1,0,0,0,0,1,0,0,Accounting Control Systems,"Kink, Dawn M",3.575757575757576
Spring,2022,33,ACCY,304,1,20,2,1,6,2,1,0,0,0,0,0,0,0,Accounting Control Systems,"Kink, Dawn M",3.646666666666667
Spring,2022,34,ACCY,304,2,21,5,2,2,0,1,0,1,0,0,0,0,0,Accounting Control Systems,"Kink, Dawn M",3.7355882352941174
Spring,2022,32,ACCY,304,3,9,9,4,3,0,1,2,0,0,0,0,1,0,Accounting Control Systems,"Zhang, Zheng",3.4274999999999998
Spring,2022,43,ACCY,304,7,14,12,2,5,1,0,1,0,0,0,0,1,0,Accounting Control Systems,"Zhang, Zheng",3.5899999999999994
Spring,2022,25,ACCY,312,0,8,4,7,0,4,0,0,0,0,0,0,2,0,Principles of Taxation,"Hutchens, Michelle L",3.226800000000001
Spring,2022,22,ACCY,312,2,2,5,4,6,3,0,0,0,0,0,0,0,0,Principles of Taxation,"Osswald, Benjamin",3.3490909090909096
Spring,2022,22,ACCY,312,5,5,1,2,5,4,0,0,0,0,0,0,0,0,Principles of Taxation,"Osswald, Benjamin",3.4549999999999996
Spring,2022,23,ACCY,312,2,0,3,6,9,2,1,0,0,0,0,0,0,0,Principles of Taxation,"Osswald, Benjamin",3.2026086956521738
Spring,2022,133,ACCY,398,0,129,0,0,0,0,0,0,0,0,0,0,2,2,Practical Problems in Atg,"Hutchens, Matthew",3.9389312977099236
Spring,2022,30,ACCY,405,0,5,9,3,5,3,2,2,1,0,0,0,0,0,Assurance and Attestation,"Chatterton, Angel",3.2120000000000006
Spring,2022,31,ACCY,405,1,2,7,2,10,2,2,3,2,0,0,0,0,0,Assurance and Attestation,"Chatterton, Angel",3.0222580645161288
Spring,2022,37,ACCY,405,0,13,7,6,5,5,0,0,1,0,0,0,0,0,Assurance and Attestation,"Chatterton, Angel",3.451081081081081
Spring,2022,31,ACCY,405,0,11,4,4,6,1,3,2,0,0,0,0,0,0,Assurance and Attestation,"Ciconte, William",3.3438709677419354
Spring,2022,33,ACCY,405,0,10,4,6,3,2,5,2,0,0,0,0,1,0,Assurance and Attestation,"Ciconte, William",3.1712121212121214
Spring,2022,28,ACCY,410,5,12,6,1,0,4,0,0,0,0,0,0,0,0,Advanced Financial Reporting,"Kustanovich, Michael",3.715357142857143
Spring,2022,24,ACCY,410,4,2,3,2,6,4,0,0,1,0,2,0,0,0,Advanced Financial Reporting,"Chen, Ciao-Wei",3.0841666666666665
Spring,2022,28,ACCY,410,5,10,2,1,2,1,2,3,1,0,0,1,0,0,Advanced Financial Reporting,"Steward, Cynthia G",3.297857142857143
Spring,2022,28,ACCY,410,4,4,3,0,6,3,2,2,2,0,2,0,0,0,Advanced Financial Reporting,"Kustanovich, Michael",2.965
Spring,2022,24,ACCY,410,7,6,2,2,4,0,2,0,1,0,0,0,0,0,Advanced Financial Reporting,"Steward, Cynthia G",3.51375
Spring,2022,31,ACCY,410,8,6,6,3,2,2,3,0,0,0,1,0,0,0,Advanced Financial Reporting,"Chen, Ciao-Wei",3.46258064516129
Spring,2022,35,ACCY,451,0,21,0,0,13,0,0,1,0,0,0,0,0,0,Advanced Income Tax Problems,"Holder, Daniel E",3.5714285714285716
Spring,2022,35,ACCY,451,0,18,0,0,9,0,0,8,0,0,0,0,0,0,Advanced Income Tax Problems,"Holder, Charles B",3.2857142857142856
Spring,2022,31,ACCY,451,7,6,2,6,2,2,1,1,1,0,0,0,2,1,Advanced Income Tax Problems,"Alt, Amanda J",3.2220000000000004
Spring,2022,34,ACCY,451,0,20,0,0,5,0,0,9,0,0,0,0,0,0,Advanced Income Tax Problems,"Holder, Charles B",3.323529411764706
Spring,2022,843,ACCY,500,296,315,122,57,32,9,3,0,3,0,0,0,2,4,"Atg Measuremnt, Rpting & Cntrl","Urcan, Oktay",3.830250297973778
Spring,2022,92,ACCY,501,8,14,14,18,13,6,4,3,1,3,1,0,5,2,Accounting Analysis I A,"Augusto Sampaio, Gerlando",3.0702222222222226
Spring,2022,85,ACCY,501,5,10,16,12,15,4,9,4,1,1,1,0,7,0,Accounting Analysis I B,"Augusto Sampaio, Gerlando",2.909764705882353
Spring,2022,179,ACCY,502,17,62,27,25,16,11,7,6,6,0,0,0,2,0,Accounting Analysis II A,"Mendoza, Scott A",3.430391061452514
Spring,2022,169,ACCY,502,30,42,32,20,17,15,7,5,1,0,0,0,0,0,Accounting Analysis II B,"Mendoza, Scott A",3.497455621301774
Spring,2022,25,ACCY,503,3,13,2,1,5,0,0,1,0,0,0,0,0,0,Managerial Accounting,"Herbold, T J",3.6668000000000003
Spring,2022,234,ACCY,503,26,71,40,58,26,4,1,1,0,0,1,0,4,2,Managerial Accounting A,"Hecht, Gary W",3.5428879310344823
Spring,2022,231,ACCY,503,43,95,30,19,23,9,4,6,0,0,0,0,2,0,Managerial Accounting B,"Hecht, Gary W",3.6351515151515152
Spring,2022,1099,ACCY,503,109,367,147,210,163,54,19,18,5,0,0,0,6,1,Managerial Accounting,"Hecht, Gary W",3.5196630236794166
Spring,2022,36,ACCY,503,2,10,1,5,5,5,2,3,1,0,0,0,2,0,Managerial Accounting,"Hecht, Gary W",3.0277777777777772
Spring,2022,37,ACCY,506,4,6,9,18,0,0,0,0,0,0,0,0,0,0,Advanced Topics in Accounting,"Urcan, Oktay",3.593783783783784
Spring,2022,35,ACCY,506,10,8,6,11,0,0,0,0,0,0,0,0,0,0,Advanced Topics in Accounting,"Urcan, Oktay",3.732857142857143
Spring,2022,22,ACCY,506,5,7,2,8,0,0,0,0,0,0,0,0,0,0,Advanced Topics in Accounting,"Urcan, Oktay",3.7263636363636365
Spring,2022,106,ACCY,507,14,26,23,11,14,6,2,7,2,0,0,0,1,0,Taxation of Bus Entities A,"Donohoe, Michael P",3.4062264150943395
Spring,2022,99,ACCY,507,22,33,19,10,6,4,5,0,0,0,0,0,0,0,Taxation of Bus Entities B,"Donohoe, Michael P",3.6703030303030304
Spring,2022,45,ACCY,510,4,6,9,7,16,3,0,0,0,0,0,0,0,0,Financial Reporting Standards,"Persson, Martin E",3.3855555555555554
Spring,2022,48,ACCY,510,3,9,9,8,17,1,0,0,0,0,0,0,1,0,Financial Reporting Standards,"Persson, Martin E",3.36125
Spring,2022,49,ACCY,510,1,8,6,14,15,5,0,0,0,0,0,0,0,0,Financial Reporting Standards,"Persson, Martin E",3.3263265306122447
Spring,2022,41,ACCY,512,0,20,7,4,8,1,0,1,0,0,0,0,0,0,Data Analytics for Mgmt Acctg,"Wang, Wei",3.6019512195121948
Spring,2022,33,ACCY,512,0,18,8,3,2,1,0,1,0,0,0,0,0,0,Data Analytics for Mgmt Acctg,"Wang, Wei",3.6975757575757573
Spring,2022,27,ACCY,512,0,17,3,0,5,0,0,0,0,0,0,0,2,0,Data Analytics for Mgmt Acctg,"Wang, Wei",3.481851851851852
Spring,2022,21,ACCY,515,0,6,6,5,2,2,0,0,0,0,0,0,0,0,Auditing & Assurance Standards,"Williams, Devin J",3.524285714285714
Spring,2022,27,ACCY,517,3,16,2,2,2,0,0,2,0,0,0,0,0,0,Financial Statement Analysis,"Li, Yue",3.7037037037037037
Spring,2022,35,ACCY,517,0,20,14,1,0,0,0,0,0,0,0,0,0,0,Financial Statement Analysis,"Hamm, Brian K",3.848857142857143
Spring,2022,40,ACCY,517,6,29,4,1,0,0,0,0,0,0,0,0,0,0,Financial Statement Analysis,"Brown, Nerissa",3.9502500000000005
Spring,2022,37,ACCY,517,21,10,4,1,1,0,0,0,0,0,0,0,0,0,Financial Statement Analysis,"Brown, Nerissa",3.91918918918919
Spring,2022,28,ACCY,517,2,17,5,2,1,0,0,0,1,0,0,0,0,0,Financial Statement Analysis,"Li, Yue",3.774285714285714
Spring,2022,22,ACCY,517,0,15,6,1,0,0,0,0,0,0,0,0,0,0,Financial Statement Analysis,"Hamm, Brian K",3.8795454545454544
Spring,2022,24,ACCY,550,3,7,5,4,4,0,1,0,0,0,0,0,0,0,Multistate Taxation,"Hutchens, Matthew",3.5833333333333335
Spring,2022,27,ACCY,552,0,5,7,7,6,1,1,0,0,0,0,0,0,0,Partnership Income Taxation,"Sternburg, Thomas",3.4074074074074074
Spring,2022,24,ACCY,552,0,13,5,2,4,0,0,0,0,0,0,0,0,0,Partnership Income Taxation,"Sternburg, Thomas",3.7087499999999998
Spring,2022,22,ACCY,554,2,8,3,4,2,1,2,0,0,0,0,0,0,0,International Taxation,"Hutchens, Matthew",3.53
Spring,2022,28,ACCY,570,5,15,1,4,1,0,0,1,0,0,0,0,0,1,Data Analytics Foundations,"Herbold, T J",3.7774074074074075
Spring,2022,35,ACCY,571,3,27,1,1,2,0,0,1,0,0,0,0,0,0,Stat Analyses for Accountancy,"Brunner, Robert J",3.857142857142857
Spring,2022,42,ACCY,574,0,38,1,0,3,0,0,0,0,0,0,0,0,0,Risk Management and Innovation,"Leiby, Justin",3.9207142857142854
Spring,2022,41,ACCY,574,2,37,1,0,1,0,0,0,0,0,0,0,0,0,Risk Management and Innovation,"Leiby, Justin",3.967560975609756
Spring,2022,32,ACCY,575,15,13,2,1,0,0,0,0,0,0,0,0,1,0,Data Analytics Apps in ACCY,"Park, Ye Joo",3.8334375
Spring,2022,40,ACCY,575,24,13,2,0,1,0,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Park, Ye Joo",3.9585
Spring,2022,39,ACCY,575,4,20,11,2,2,0,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Penn, Michael W",3.821282051282051
Spring,2022,40,ACCY,575,3,18,15,4,0,0,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Zhu, Wei",3.80925
Spring,2022,39,ACCY,575,1,16,17,4,0,1,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Zhu, Wei",3.7533333333333325
Spring,2022,40,ACCY,575,1,13,23,3,0,0,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Zhu, Wei",3.7600000000000002
Spring,2022,37,ACCY,575,5,17,9,2,3,1,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Penn, Michael W",3.766486486486486
Spring,2022,40,ACCY,575,3,31,5,0,1,0,0,0,0,0,0,0,0,0,Data Analytics Apps in ACCY,"Penn, Michael W",3.93375
Spring,2022,55,ACCY,576,17,20,8,5,3,0,0,1,0,0,0,0,1,0,Data Preparation for Accting,"Guymon, Ronald N",3.727454545454546
Spring,2022,48,ACCY,577,8,19,9,7,3,0,1,0,0,0,0,0,1,0,Machine Learning for Accting,"Lu, Zhenzhong L",3.659791666666667
Spring,2022,21,ACE,100,5,4,3,3,2,2,0,1,0,1,0,0,0,0,Intro to Applied Micro,"Hadunka, Protensia",3.412857142857143
Spring,2022,58,ACE,161,0,39,0,0,12,0,0,1,0,0,3,0,1,2,Microcomputer Applications,"Burnett, Meghan L",3.517857142857143
Spring,2022,57,ACE,161,0,33,0,0,15,0,0,5,0,0,0,0,4,0,Microcomputer Applications,"Lo, Alexander C",3.280701754385965
Spring,2022,35,ACE,161,0,23,0,0,7,0,0,2,0,0,2,0,1,0,Microcomputer Applications,"Lo, Alexander C",3.4
Spring,2022,27,ACE,199,15,4,0,0,6,0,0,0,0,0,1,0,1,0,"Women, Money and Power","Lemoine, Craig",3.5185185185185186
Spring,2022,38,ACE,199,0,19,0,0,13,0,0,5,0,0,1,0,0,0,Digital Mktg and Social Media,"Lo, Alexander C",3.3157894736842106
Spring,2022,102,ACE,199,64,19,6,4,1,1,1,3,0,0,0,0,2,1,Negotiation,"Stoddard, Paul B",3.7756435643564354
Spring,2022,85,ACE,210,10,7,10,4,15,11,6,6,3,3,1,0,8,1,Environmental Economics,"Damon, Lisa A",2.7186904761904764
Spring,2022,107,ACE,231,4,26,21,16,11,13,1,6,4,1,2,1,1,0,Food and Agribusiness Mgt,"Stoddard, Paul B",3.2062616822429906
Spring,2022,55,ACE,232,5,7,6,6,8,7,10,1,0,1,2,1,1,0,Farm Management,"Stoddard, Paul B",2.9452727272727275
Spring,2022,472,ACE,240,120,256,0,0,51,0,0,24,0,0,8,0,13,0,Personal Financial Planning,"Lemoine, Craig",3.6292372881355934
Spring,2022,208,ACE,240,64,105,0,0,21,0,0,10,0,0,2,0,6,0,Personal Financial Planning,"Lemoine, Craig",3.6586538461538463
Spring,2022,52,ACE,240,9,15,7,4,5,4,2,3,1,1,0,1,0,0,Personal Financial Planning,"Sanchez, Donovan",3.3657692307692306
Spring,2022,120,ACE,251,6,36,23,17,10,10,7,4,2,2,1,0,2,0,The World Food Economy,"Michelson, Hope C",3.308583333333333
Spring,2022,31,ACE,254,0,8,6,4,10,1,0,0,0,0,2,0,0,0,Economic Systems in Africa,"Herrera Almanza, Catalina",3.290645161290323
Spring,2022,192,ACE,255,91,45,18,12,6,8,4,1,2,0,2,0,3,0,Econ of Food & Enviro Justice,"Ando, Amy W",3.677291666666667
Spring,2022,73,ACE,262,11,9,9,6,14,4,3,4,8,0,2,1,2,0,App Stat Mthds & Data AnlytcsI,"Gundersen, Lisa C",2.9686301369863015
Spring,2022,132,ACE,264,21,36,18,18,14,11,4,5,3,0,1,0,1,0,App Stat Mthds & Data Anlytcs2,"Dall'Erba, Sandy",3.414393939393939
Spring,2022,64,ACE,270,2,8,10,12,13,1,4,8,3,1,0,0,2,0,Consumer Economics,"Gundersen, Lisa C",2.9685937499999997
Spring,2022,101,ACE,300,14,16,10,6,18,5,3,12,4,2,5,2,3,1,Interm. Applied Microeconomics,"Endres, Renata",2.907
Spring,2022,30,ACE,306,1,6,3,3,6,5,1,2,1,0,0,0,2,0,Food Law,"Endres, A B",2.945
Spring,2022,43,ACE,310,1,28,2,4,2,4,2,0,0,0,0,0,0,0,Natural Resource Economics,"Brazee, Richard J",3.6744186046511627
Spring,2022,98,ACE,335,42,18,18,9,5,1,0,2,3,0,0,0,0,0,Food Marketing and Behavior,"Irani, Kaizad R",3.7011224489795915
Spring,2022,38,ACE,341,15,15,2,2,3,0,0,0,0,0,0,0,1,0,Contemporary Issues in Policy,"Karplus, Lauren E",3.763157894736842
Spring,2022,43,ACE,345,7,7,7,4,4,4,2,3,2,1,0,1,1,0,Finan Decision Indiv Sm Bus,"Elmore, Ailie C",3.1090697674418606
Spring,2022,25,ACE,360,0,15,3,1,2,2,1,0,0,0,0,1,0,0,Spreadsheet Models & Applic,"Campbell, William D",3.5472
Spring,2022,21,ACE,360,0,11,3,2,2,1,0,1,1,0,0,0,0,0,Spreadsheet Models & Applic,"Campbell, William D",3.5242857142857145
Spring,2022,27,ACE,360,4,9,4,0,2,2,0,1,3,0,0,0,2,0,Spreadsheet Models & Applic,"Campbell, William D",3.1492592592592596
Spring,2022,38,ACE,398,2,5,4,5,4,5,4,3,2,2,0,0,2,0,Risk Mngmt in Personal Fin Pla,"Sanchez, Donovan",2.789473684210526
Spring,2022,39,ACE,398,5,31,0,0,2,0,0,0,0,0,0,0,0,1,Financial Planning Technology,"Lemoine, Craig",3.9473684210526314
Spring,2022,24,ACE,403,7,6,5,3,1,1,0,0,0,0,1,0,0,0,Agricultural Law,"Coppess, Jonathan W",3.6254166666666663
Spring,2022,22,ACE,410,4,9,0,2,4,1,2,0,0,0,0,0,0,0,Energy Economics,"Larson, Eric",3.545
Spring,2022,81,ACE,427,0,29,13,16,13,3,4,1,1,0,0,0,1,0,Commodity Price Analysis,"Janzen, Joseph P",3.41962962962963
Spring,2022,36,ACE,430,2,5,5,3,4,2,3,3,1,0,6,0,2,0,Food Marketing,"Goldsmith, Peter D",2.6205555555555557
Spring,2022,49,ACE,431,3,12,0,9,9,5,5,5,1,0,0,0,0,0,Agri-food Strategic Management,"Moss, LeeAnn E",3.1355102040816325
Spring,2022,85,ACE,435,0,24,14,8,18,0,4,10,1,0,3,0,3,0,Global Agribusiness Management,"Schnitkey, Gary D",3.082470588235294
Spring,2022,52,ACE,440,2,20,13,3,11,1,1,0,0,0,0,0,1,0,Finan Plan for Professionals,"Allen, Sharon C",3.532692307692308
Spring,2022,72,ACE,444,5,7,0,6,25,6,3,3,5,0,5,2,5,0,Finan Serv & Invest Plan,"Sherrick, Bruce J",2.592777777777778
Spring,2022,37,ACE,446,7,6,0,2,8,0,3,1,2,0,1,1,6,0,Modeling App's Finan Plan,"Sherrick, Bruce J",2.612432432432432
Spring,2022,85,ACE,449,5,10,12,14,21,8,7,3,3,0,1,0,1,0,Retirement & Benefit Planning,"Xu, Yilan",3.098117647058823
Spring,2022,28,ACE,451,4,3,2,4,9,3,0,2,0,0,0,0,1,0,Agriculture in Intl Dev,"McNamara, Paul E",3.1310714285714285
Spring,2022,49,ACE,474,8,10,5,12,4,5,0,2,0,1,0,0,1,1,Econ of Consumption,"Xu, Yilan",3.3539583333333334
Spring,2022,43,ACE,476,0,10,7,7,4,4,3,3,1,0,0,0,3,1,Behavioral Economics,"Herrera Almanza, Catalina",3.008095238095238
Spring,2022,21,ACE,592,3,2,0,5,4,3,0,3,0,0,0,0,1,0,Data Science for Applied Econo,"Hutchins, Jared P",2.9838095238095237
Spring,2022,44,ACES,102,6,13,7,1,5,1,2,4,2,0,0,1,1,1,Intro Sustainable Food Systems,"Atallah, Shady S",3.240930232558139
Spring,2022,245,ADV,150,85,128,4,4,7,1,1,2,0,0,1,0,11,1,Introduction to Advertising,"Hall, Steven R",3.7336065573770494
Spring,2022,25,ADV,150,17,6,0,0,2,0,0,0,0,0,0,0,0,0,Introduction to Advertising,"Hall, Steven R",3.92
Spring,2022,80,ADV,270,24,15,7,7,6,3,5,2,1,4,2,1,2,1,Principles of Sales,"Clifton, Dionne J",3.2445569620253165
Spring,2022,29,ADV,281,5,2,6,3,2,1,3,0,4,0,1,0,2,0,Advertising Research Methods,"Shabalina, Olga I",2.8741379310344826
Spring,2022,23,ADV,281,2,0,5,0,5,1,3,0,2,0,2,0,2,1,Advertising Research Methods,"Shabalina, Olga I",2.561363636363637
Spring,2022,28,ADV,281,4,5,5,2,5,4,1,2,0,0,0,0,0,0,Advertising Research Methods,"Heo, Seo Jeong",3.322142857142857
Spring,2022,27,ADV,281,3,3,4,3,5,1,1,1,2,3,0,1,0,0,Advertising Research Methods,"Heo, Seo Jeong",2.9137037037037037
Spring,2022,28,ADV,283,6,7,5,3,7,0,0,0,0,0,0,0,0,0,Advertising and Brand Strategy,"Hitchon, Jacqueline C",3.6192857142857138
Spring,2022,28,ADV,283,0,20,6,2,0,0,0,0,0,0,0,0,0,0,Advertising and Brand Strategy,"Mabry-Flynn, Amanda D",3.8814285714285712
Spring,2022,24,ADV,283,1,6,5,4,4,3,0,1,0,0,0,0,0,0,Advertising and Brand Strategy,"Hitchon, Jacqueline C",3.4033333333333338
Spring,2022,23,ADV,283,0,11,8,0,1,2,0,1,0,0,0,0,0,0,Advertising and Brand Strategy,"Mabry-Flynn, Amanda D",3.639130434782609
Spring,2022,30,ADV,284,0,4,10,9,2,4,0,1,0,0,0,0,0,0,Consumer Insight,"Pham, Giang V",3.378333333333333
Spring,2022,28,ADV,284,2,10,4,3,3,6,0,0,0,0,0,0,0,0,Consumer Insight,"Pham, Giang V",3.488928571428571
Spring,2022,30,ADV,284,1,11,10,3,3,2,0,0,0,0,0,0,0,0,Consumer Insight,"Liu, Weizi",3.634333333333333
Spring,2022,30,ADV,284,1,11,8,4,5,0,0,0,1,0,0,0,0,0,Consumer Insight,"Liu, Weizi",3.5783333333333336
Spring,2022,31,ADV,290,16,12,0,0,1,0,0,0,0,0,1,0,1,0,Becoming an Influencer,"Wilson, Carrie A",3.7419354838709675
Spring,2022,48,ADV,290,5,2,13,10,1,10,3,0,3,0,0,1,0,0,Social Media & Personal Brand,"Muirhead, Susan P",3.15375
Spring,2022,68,ADV,305,20,20,14,9,3,2,0,0,0,0,0,0,0,0,Digital ADV Content,"Fisher, Jacob T",3.7601470588235295
Spring,2022,92,ADV,310,10,39,10,4,15,4,2,4,1,0,1,0,1,1,Intro to Public Relations,"Wilson, Carrie A",3.4838461538461543
Spring,2022,24,ADV,314,7,6,4,3,0,2,1,0,0,0,0,0,1,0,Sports Public Relations,"Warren, Stephen M",3.5141666666666667
Spring,2022,90,ADV,320,33,13,7,9,7,3,4,4,4,0,0,1,5,0,Sales Management,"Clifton, Dionne J",3.259333333333333
Spring,2022,26,ADV,350,2,17,2,1,1,1,0,0,0,1,1,0,0,0,Writing for Public Relations,"Vance, Allison C",3.641153846153846
Spring,2022,112,ADV,370,44,14,10,8,7,5,7,6,2,1,0,1,6,1,Sales and the Consumer,"Clifton, Dionne J",3.273333333333333
Spring,2022,95,ADV,390,0,17,14,8,19,17,7,11,1,1,0,0,0,0,Content Creation,"Sheldon, Peter S",3.0496842105263156
Spring,2022,67,ADV,393,5,18,10,7,8,6,0,6,4,0,1,0,2,0,Advertising and Society,"Nelson, Michelle R",3.1598507462686567
Spring,2022,39,ADV,409,7,26,3,3,0,0,0,0,0,0,0,0,0,0,Media Entrepreneurship,"Kasdan, Terry P",3.923076923076923
Spring,2022,21,ADV,410,6,7,2,0,5,0,0,1,0,0,0,0,0,0,Public Relations Strategies,"Wirtz, John",3.6352380952380954
Spring,2022,30,ADV,460,0,13,7,5,1,1,1,1,1,0,0,0,0,0,Innovation in Advertising,"Yao, Mike Z",3.533666666666667
Spring,2022,30,ADV,460,6,15,3,3,1,1,1,0,0,0,0,0,0,0,Innovation in Advertising,"Wang, Yanyun",3.7666666666666666
Spring,2022,30,ADV,460,0,18,2,4,4,0,1,1,0,0,0,0,0,0,Innovation in Advertising,"Yao, Mike Z",3.633
Spring,2022,30,ADV,483,1,1,7,5,6,3,4,1,0,1,0,1,0,0,Audience Analysis,"Wise, Kevin R",2.9890000000000003
Spring,2022,34,ADV,483,1,3,5,7,7,7,1,1,1,1,0,0,0,0,Audience Analysis,"Wise, Kevin R",3.0788235294117645
Spring,2022,34,ADV,483,0,1,4,7,8,7,3,2,0,0,2,0,0,0,Audience Analysis,"Taneja, Harsh",2.8726470588235293
